Unix;Rok;Miesiac;Dzien miesiaca;Dzien tygodnia;Godzina;Minuta;Temperatura w C;Wiatr km/h;Wiatr kierunek;Cisnienie hpa
1201341600;2008;1;26;sobota;11;00;8;27;W;1021
1201345200;2008;1;26;sobota;12;00;7;33;WSW;1019
1201348800;2008;1;26;sobota;13;00;7;29;WSW;1017
1201352400;2008;1;26;sobota;14;00;8;35;W;1016
1201356000;2008;1;26;sobota;15;00;8;31;W;1015
1201361400;2008;1;26;sobota;16;30;8;38;W;1014
1201363200;2008;1;26;sobota;17;00;8;38;W;1013
1201366800;2008;1;26;sobota;18;00;8;38;W;1012
1201370400;2008;1;26;sobota;19;00;8;46;W;1010
1201381200;2008;1;26;sobota;22;00;6;48;WNW;1013
1201386600;2008;1;26;sobota;23;30;6;42;WNW;1013
1201417200;2008;1;27;niedziela;08;00;4;20;WNW;1013
1201420800;2008;1;27;niedziela;09;00;4;14;W;1012
1201424400;2008;1;27;niedziela;10;00;4;18;W;1012
1201428000;2008;1;27;niedziela;11;00;2;16;WSW;1012
1201431600;2008;1;27;niedziela;12;00;2;20;WSW;1010
1201435200;2008;1;27;niedziela;13;00;1;20;W;1009
1201438800;2008;1;27;niedziela;14;00;3;25;WNW;1009
1201442400;2008;1;27;niedziela;15;00;5;40;NW;1009
1202115600;2008;2;4;poniedzia³ek;10;00;3;18;SE;1012
1202119200;2008;2;4;poniedzia³ek;11;00;5;18;SSE;1011
1202122800;2008;2;4;poniedzia³ek;12;00;7;18;SSE;1011
1202128200;2008;2;4;poniedzia³ek;13;30;9;18;S;1010
1202130000;2008;2;4;poniedzia³ek;14;00;9;20;SSE;1010
1202135400;2008;2;4;poniedzia³ek;15;30;10;16;SSE;1009
1202137200;2008;2;4;poniedzia³ek;16;00;10;14;SSE;1009
1202140800;2008;2;4;poniedzia³ek;17;00;8;9;SE;1009
1202151600;2008;2;4;poniedzia³ek;20;00;6;11;SSE;1009
1202157000;2008;2;4;poniedzia³ek;21;30;5;9;S;1010
1202158800;2008;2;4;poniedzia³ek;22;00;4;7;S;1010
1202196600;2008;2;5;wtorek;08;30;2;5;SW;1018
1202198400;2008;2;5;wtorek;09;00;2;5;SW;1018
1202203800;2008;2;5;wtorek;10;30;4;9;SW;1019
1202205600;2008;2;5;wtorek;11;00;4;7;SW;1019
1202209200;2008;2;5;wtorek;12;00;6;11;SSW;1019
1202212800;2008;2;5;wtorek;13;00;7;14;SW;1018
1202229000;2008;2;5;wtorek;17;30;6;11;SSE;1017
1202232600;2008;2;5;wtorek;18;30;6;12;SSE;1017
1202234400;2008;2;5;wtorek;19;00;6;9;S;1017
1202239800;2008;2;5;wtorek;20;30;5;12;S;1016
1202241600;2008;2;5;wtorek;21;00;5;14;S;1016
1202292000;2008;2;6;Å›roda;11;00;8Â;16;SW;1010
1202468400;2008;2;8;piÄ…tek;12;00;5Â;5;WSW;1038
1202472000;2008;2;8;piÄ…tek;13;00;6Â;11;SSW;1038
1202475600;2008;2;8;piÄ…tek;14;00;6Â;9;SW;1038
1202479200;2008;2;8;piÄ…tek;15;00;6Â;9;SSW;1038
1202482800;2008;2;8;piÄ…tek;16;00;6Â;7;SSW;1038
1202486400;2008;2;8;piÄ…tek;17;00;6Â;7;SSW;1038
1202490000;2008;2;8;piÄ…tek;18;00;6Â;7;SSW;1038
1202493600;2008;2;8;piÄ…tek;19;00;6Â;5;SSW;1038
1202497200;2008;2;8;piÄ…tek;20;00;5Â;5;SW;1038
1202500800;2008;2;8;piÄ…tek;21;00;5Â;5;SSW;1038
1202504400;2008;2;8;piÄ…tek;22;00;5Â;7;SSW;1038
1202508000;2008;2;8;piÄ…tek;23;00;5Â;5;SSW;1038
1202545800;2008;2;9;sobota;09;30;5Â;3;SSW;1039
1202547600;2008;2;9;sobota;10;00;5Â;5;S;1039
1202553000;2008;2;9;sobota;11;30;6Â;9;S;1039
1202554800;2008;2;9;sobota;12;00;7Â;9;S;1039
1202560200;2008;2;9;sobota;13;30;7Â;7;S;1038
1202562000;2008;2;9;sobota;14;00;8Â;9;SSW;1038
1202571000;2008;2;9;sobota;16;30;8Â;5;S;1038
1202572800;2008;2;9;sobota;17;00;8Â;9;S;1038
1202580000;2008;2;9;sobota;19;00;7Â;7;S;1038
1202583600;2008;2;9;sobota;20;00;7Â;5;SSE;1038
1202587200;2008;2;9;sobota;21;00;6Â;5;SSE;1038
1202590800;2008;2;9;sobota;22;00;6Â;5;SSE;1038
1202594400;2008;2;9;sobota;23;00;6Â;7;S;1038
1202628600;2008;2;10;niedziela;08;30;5Â;9;SSW;1038
1202632200;2008;2;10;niedziela;09;30;5Â;11;SSW;1038
1202634000;2008;2;10;niedziela;10;00;5Â;14;S;1038
1202639400;2008;2;10;niedziela;11;30;6Â;14;SSW;1038
1202641200;2008;2;10;niedziela;12;00;7Â;20;S;1038
1203107400;2008;2;15;piÄ…tek;21;30;-3Â;18;NNW;1037
1203111000;2008;2;15;piÄ…tek;22;30;-4Â;14;NW;1037
1203112800;2008;2;15;piÄ…tek;23;00;-4Â;16;NW;1037
1203120000;2008;2;16;sobota;01;00;-4Â;20;NW;1037
1203143400;2008;2;16;sobota;07;30;-6Â;0;;1042
1203145200;2008;2;16;sobota;08;00;-7Â;0;;1042
1203148800;2008;2;16;sobota;09;00;-4Â;7;NNW;1043
1203152400;2008;2;16;sobota;10;00;-3Â;16;N;1044
1203156000;2008;2;16;sobota;11;00;-2Â;20;N;1044
1203159600;2008;2;16;sobota;12;00;-2Â;9;N;1045
1203163200;2008;2;16;sobota;13;00;-1Â;12;NNW;1044
1203166800;2008;2;16;sobota;14;00;-1Â;11;NNW;1044
1203170400;2008;2;16;sobota;15;00;0Â;7;WNW;1044
1203174000;2008;2;16;sobota;16;00;0Â;0;;1044
1203179400;2008;2;16;sobota;17;30;-2Â;0;;1045
1203184800;2008;2;16;sobota;19;00;-2Â;3;W;1044
1203188400;2008;2;16;sobota;20;00;-3Â;7;W;1045
1203193800;2008;2;16;sobota;21;30;-3Â;7;WSW;1044
1203195600;2008;2;16;sobota;22;00;-4Â;9;WSW;1044
1203199200;2008;2;16;sobota;23;00;-4Â;7;W;1044
1203231600;2008;2;17;niedziela;08;00;-4Â;12;WSW;1038
1203235200;2008;2;17;niedziela;09;00;-3Â;20;WSW;1037
1203238800;2008;2;17;niedziela;10;00;-3Â;18;W;1037
1203251400;2008;2;17;niedziela;13;30;0Â;20;W;1032
1203255000;2008;2;17;niedziela;14;30;0Â;24;WSW;1031
1203256800;2008;2;17;niedziela;15;00;1Â;22;W;1031
1204297200;2008;2;29;piÄ…tek;16;00;8Â;12;WSW;1011
1204302600;2008;2;29;piÄ…tek;17;30;7Â;7;SW;1009
1204304400;2008;2;29;piÄ…tek;18;00;7Â;3;SW;1009
1204308000;2008;2;29;piÄ…tek;19;00;6Â;9;SSW;1008
1204313400;2008;2;29;piÄ…tek;20;30;6Â;7;S;1006
1204315200;2008;2;29;piÄ…tek;21;00;6Â;12;SSW;1005
1204320600;2008;2;29;piÄ…tek;22;30;6Â;7;SSW;1002
1204322400;2008;2;29;piÄ…tek;23;00;5Â;9;SSW;1001
1204354800;2008;3;1;sobota;08;00;7Â;22;SW;979
1204360200;2008;3;1;sobota;09;30;9Â;25;SW;976
1204362000;2008;3;1;sobota;10;00;9Â;31;SW;976
1204365600;2008;3;1;sobota;11;00;7Â;46;WNW;978
1204369200;2008;3;1;sobota;12;00;6Â;40;W;979
1204374600;2008;3;1;sobota;13;30;7Â;37;W;980
1204376400;2008;3;1;sobota;14;00;7Â;40;W;980
1204381800;2008;3;1;sobota;15;30;6Â;27;W;981
1204387200;2008;3;1;sobota;17;00;7Â;33;W;982
1204390800;2008;3;1;sobota;18;00;6Â;40;W;982
1204396200;2008;3;1;sobota;19;30;6Â;44;WNW;985
1204398000;2008;3;1;sobota;20;00;5Â;53;WNW;986
1204401600;2008;3;1;sobota;21;00;5Â;59;WNW;988
1204405200;2008;3;1;sobota;22;00;5Â;37;W;989
1204408800;2008;3;1;sobota;23;00;5Â;44;WNW;991
1204437600;2008;3;2;niedziela;07;00;5Â;24;W;991
1204441200;2008;3;2;niedziela;08;00;4Â;31;W;991
1204444800;2008;3;2;niedziela;09;00;4Â;22;WSW;990
1204448400;2008;3;2;niedziela;10;00;4Â;18;W;989
1204452000;2008;3;2;niedziela;11;00;5Â;22;W;989
1204459200;2008;3;2;niedziela;13;00;6Â;29;WNW;989
1204464600;2008;3;2;niedziela;14;30;7Â;24;WNW;990
1204466400;2008;3;2;niedziela;15;00;6Â;20;W;991
1204903800;2008;3;7;piÄ…tek;16;30;8Â;12;SW;1014
1204905600;2008;3;7;piÄ…tek;17;00;8Â;9;SW;1013
1204911000;2008;3;7;piÄ…tek;18;30;7Â;7;SSW;1014
1204912800;2008;3;7;piÄ…tek;19;00;7Â;5;SW;1014
1204918200;2008;3;7;piÄ…tek;20;30;7Â;5;S;1013
1204921800;2008;3;7;piÄ…tek;21;30;7Â;5;S;1013
1204923600;2008;3;7;piÄ…tek;22;00;7Â;3;SSE;1014
1204929000;2008;3;7;piÄ…tek;23;30;6Â;3;SSE;1013
1204956000;2008;3;8;sobota;07;00;6Â;5;ESE;1011
1204959600;2008;3;8;sobota;08;00;6Â;3;SE;1011
1204963200;2008;3;8;sobota;09;00;7Â;3;ESE;1012
1204966800;2008;3;8;sobota;10;00;7Â;3;SE;1012
1204970400;2008;3;8;sobota;11;00;8Â;1;S;1011
1204975800;2008;3;8;sobota;12;30;9Â;3;S;1011
1204977600;2008;3;8;sobota;13;00;9Â;5;SW;1011
1204981200;2008;3;8;sobota;14;00;9Â;5;WSW;1010
1204984800;2008;3;8;sobota;15;00;9Â;3;W;1010
1204995600;2008;3;8;sobota;18;00;8Â;3;ESE;1010
1204999200;2008;3;8;sobota;19;00;8Â;3;SE;1010
1205004600;2008;3;8;sobota;20;30;8Â;5;SSE;1010
1205008200;2008;3;8;sobota;21;30;8Â;7;SSE;1010
1205010000;2008;3;8;sobota;22;00;7Â;7;SSE;1010
1205015400;2008;3;8;sobota;23;30;7Â;5;S;1010
1205044200;2008;3;9;niedziela;07;30;6Â;7;S;1008
1205047800;2008;3;9;niedziela;08;30;7Â;7;S;1008
1205049600;2008;3;9;niedziela;09;00;8Â;11;SSW;1008
1205055000;2008;3;9;niedziela;10;30;8Â;12;SW;1008
1205056800;2008;3;9;niedziela;11;00;8Â;11;SW;1008
1205060400;2008;3;9;niedziela;12;00;9Â;11;SW;1008
1205065800;2008;3;9;niedziela;13;30;9Â;14;S;1007
1205067600;2008;3;9;niedziela;14;00;10Â;18;SSW;1007
1205071200;2008;3;9;niedziela;15;00;11Â;18;SSW;1006
1205506800;2008;3;14;piÄ…tek;16;00;6Â;9;SW;1002
1205512200;2008;3;14;piÄ…tek;17;30;6Â;7;WSW;1002
1205514000;2008;3;14;piÄ…tek;18;00;6Â;29;W;1002
1205519400;2008;3;14;piÄ…tek;19;30;6Â;18;W;1003
1205524800;2008;3;14;piÄ…tek;21;00;4Â;18;WNW;1004
1205528400;2008;3;14;piÄ…tek;22;00;5Â;27;W;1004
1205532000;2008;3;14;piÄ…tek;23;00;5Â;27;WNW;1005
1205566200;2008;3;15;sobota;08;30;4Â;16;WNW;1012
1205568000;2008;3;15;sobota;09;00;5Â;22;WNW;1013
1205573400;2008;3;15;sobota;10;30;6Â;25;WNW;1013
1205575200;2008;3;15;sobota;11;00;6Â;22;WNW;1013
1205580600;2008;3;15;sobota;12;30;6Â;14;W;1013
1205582400;2008;3;15;sobota;13;00;7Â;22;WSW;1013
1205587800;2008;3;15;sobota;14;30;8Â;11;W;1012
1205589600;2008;3;15;sobota;15;00;8Â;9;WSW;1012
1205595000;2008;3;15;sobota;16;30;8Â;9;W;1011
1205596800;2008;3;15;sobota;17;00;8Â;7;WSW;1011
1205604000;2008;3;15;sobota;19;00;7Â;5;S;1010
1205609400;2008;3;15;sobota;20;30;6Â;5;S;1010
1205613000;2008;3;15;sobota;21;30;5Â;7;S;1009
1205614800;2008;3;15;sobota;22;00;4Â;3;SE;1009
1205618400;2008;3;15;sobota;23;00;4Â;3;S;1008
1205650800;2008;3;16;niedziela;08;00;4Â;9;ESE;1003
1205654400;2008;3;16;niedziela;09;00;5Â;9;E;1002
1205658000;2008;3;16;niedziela;10;00;6Â;7;E;1002
1205661600;2008;3;16;niedziela;11;00;7Â;7;E;1001
1205665200;2008;3;16;niedziela;12;00;8Â;9;SE;1001
1205668800;2008;3;16;niedziela;13;00;9Â;5;E;1001
1205674200;2008;3;16;niedziela;14;30;9Â;9;SE;1000
1205676000;2008;3;16;niedziela;15;00;9Â;5;SSE;1000
1206032400;2008;3;20;czwartek;18;00;2Â;12;WSW;1003
1206037800;2008;3;20;czwartek;19;30;1Â;12;SSW;1001
1206041400;2008;3;20;czwartek;20;30;1Â;12;SSW;1000
1206043200;2008;3;20;czwartek;21;00;1Â;14;SSW;1000
1206048600;2008;3;20;czwartek;22;30;1Â;16;SW;998
1206050400;2008;3;20;czwartek;23;00;1Â;18;SW;997
1206079200;2008;3;21;piÄ…tek;07;00;1Â;22;S;983
1206082800;2008;3;21;piÄ…tek;08;00;1Â;25;S;982
1206086400;2008;3;21;piÄ…tek;09;00;1Â;33;S;981
1206090000;2008;3;21;piÄ…tek;10;00;2Â;18;S;981
1206095400;2008;3;21;piÄ…tek;11;30;3Â;18;S;980
1206108000;2008;3;21;piÄ…tek;15;00;4Â;14;SW;979
1206111600;2008;3;21;piÄ…tek;16;00;5Â;11;SSW;978
1206115200;2008;3;21;piÄ…tek;17;00;5Â;14;S;978
1206118800;2008;3;21;piÄ…tek;18;00;5Â;14;SSE;978
1206122400;2008;3;21;piÄ…tek;19;00;3Â;16;S;979
1206126000;2008;3;21;piÄ…tek;20;00;3Â;9;SSE;979
1206129600;2008;3;21;piÄ…tek;21;00;3Â;11;S;979
1206133200;2008;3;21;piÄ…tek;22;00;3Â;11;SSE;979
1206136800;2008;3;21;piÄ…tek;23;00;3Â;11;S;979
1206144000;2008;3;22;sobota;01;00;3Â;11;S;979
1206171000;2008;3;22;sobota;08;30;1Â;9;SSW;982
1206172800;2008;3;22;sobota;09;00;3Â;16;SW;982
1206178200;2008;3;22;sobota;10;30;4Â;16;W;983
1206180000;2008;3;22;sobota;11;00;3Â;16;SW;983
1206185400;2008;3;22;sobota;12;30;3Â;24;W;984
1206187200;2008;3;22;sobota;13;00;3Â;16;WSW;984
1206198000;2008;3;22;sobota;16;00;5Â;9;SW;985
1206201600;2008;3;22;sobota;17;00;2Â;14;W;985
1206205200;2008;3;22;sobota;18;00;2Â;9;W;986
1206208800;2008;3;22;sobota;19;00;2Â;9;W;986
1206212400;2008;3;22;sobota;20;00;2Â;5;SSW;987
1206216000;2008;3;22;sobota;21;00;3Â;11;WSW;987
1206219600;2008;3;22;sobota;22;00;3Â;12;W;988
1206223200;2008;3;22;sobota;23;00;3Â;14;WNW;989
1206230400;2008;3;23;niedziela;01;00;2Â;14;NNW;990
1206257400;2008;3;23;niedziela;08;30;1Â;18;NNW;995
1206259200;2008;3;23;niedziela;09;00;1Â;14;N;995
1206264600;2008;3;23;niedziela;10;30;1Â;11;NW;996
1206266400;2008;3;23;niedziela;11;00;2Â;16;NW;996
1206275400;2008;3;23;niedziela;13;30;2Â;5;NNW;996
1206279000;2008;3;23;niedziela;14;30;2Â;14;NNW;997
1206284400;2008;3;23;niedziela;16;00;2Â;7;NW;997
1206291600;2008;3;23;niedziela;18;00;1Â;7;N;998
1206297000;2008;3;23;niedziela;19;30;0Â;7;NNE;998
1206298800;2008;3;23;niedziela;20;00;-1Â;3;NE;999
1206304200;2008;3;23;niedziela;21;30;-2Â;7;ENE;998
1206306000;2008;3;23;niedziela;22;00;-2Â;7;NE;998
1206311400;2008;3;23;niedziela;23;30;-3Â;7;ENE;998
1206318600;2008;3;24;poniedziaÅ‚ek;01;30;-3Â;9;E;997
1206320400;2008;3;24;poniedziaÅ‚ek;02;00;-4Â;9;ENE;997
1206345600;2008;3;24;poniedziaÅ‚ek;09;00;0Â;11;E;995
1206349200;2008;3;24;poniedziaÅ‚ek;10;00;1Â;11;E;995
1206356400;2008;3;24;poniedziaÅ‚ek;12;00;2Â;3;NE;994
1206363600;2008;3;24;poniedziaÅ‚ek;14;00;3Â;3;NE;993
1206369000;2008;3;24;poniedziaÅ‚ek;15;30;4Â;5;WNW;993
1206370800;2008;3;24;poniedziaÅ‚ek;16;00;4Â;5;NW;993
1206376200;2008;3;24;poniedziaÅ‚ek;17;30;4Â;5;W;993
1206379800;2008;3;24;poniedziaÅ‚ek;18;30;3Â;3;S;994
1206381600;2008;3;24;poniedziaÅ‚ek;19;00;3Â;5;S;994
1206385200;2008;3;24;poniedziaÅ‚ek;20;00;2Â;7;S;994
1206388800;2008;3;24;poniedziaÅ‚ek;21;00;1Â;5;SE;994
1206392400;2008;3;24;poniedziaÅ‚ek;22;00;-1Â;0;;993
1206396000;2008;3;24;poniedziaÅ‚ek;23;00;-1Â;5;S;993
1206430200;2008;3;25;wtorek;08;30;0Â;9;W;992
1206433800;2008;3;25;wtorek;09;30;0Â;11;WNW;993
1206435600;2008;3;25;wtorek;10;00;0Â;9;WNW;993
1206441000;2008;3;25;wtorek;11;30;2Â;18;WNW;993
1206442800;2008;3;25;wtorek;12;00;2Â;20;WNW;993
1206451800;2008;3;25;wtorek;14;30;3Â;20;WNW;993
1206453600;2008;3;25;wtorek;15;00;3Â;16;NW;993
1207317600;2008;4;4;piÄ…tek;16;00;8Â;12;NW;1022
1207321200;2008;4;4;piÄ…tek;17;00;8Â;11;NW;1022
1207324800;2008;4;4;piÄ…tek;18;00;9Â;7;NNW;1021
1207330200;2008;4;4;piÄ…tek;19;30;8Â;0;;1021
1207333800;2008;4;4;piÄ…tek;20;30;6Â;3;S;1021
1207335600;2008;4;4;piÄ…tek;21;00;4Â;0;;1021
1207341000;2008;4;4;piÄ…tek;22;30;6Â;0;;1020
1207342800;2008;4;4;piÄ…tek;23;00;6Â;3;S;1020
1207350000;2008;4;5;sobota;01;00;4Â;1;SSW;1018
1207371600;2008;4;5;sobota;07;00;3Â;0;;1015
1207375200;2008;4;5;sobota;08;00;3Â;9;SSW;1014
1207380600;2008;4;5;sobota;09;30;7Â;7;SW;1014
1207382400;2008;4;5;sobota;10;00;7Â;14;SSW;1013
1207389600;2008;4;5;sobota;12;00;9Â;18;SSW;1012
1207393200;2008;4;5;sobota;13;00;9Â;16;SSW;1011
1207402200;2008;4;5;sobota;15;30;11Â;12;SW;1008
1207405800;2008;4;5;sobota;16;30;11Â;12;SSW;1008
1207407600;2008;4;5;sobota;17;00;11Â;7;S;1007
1207413000;2008;4;5;sobota;18;30;11Â;9;S;1006
1207414800;2008;4;5;sobota;19;00;11Â;11;SSE;1006
1207420200;2008;4;5;sobota;20;30;10Â;11;SSE;1005
1207422000;2008;4;5;sobota;21;00;10Â;11;SSE;1005
1207427400;2008;4;5;sobota;22;30;9Â;16;SSE;1004
1207429200;2008;4;5;sobota;23;00;9Â;16;SSE;1004
1207465200;2008;4;6;niedziela;09;00;7Â;9;S;999
1207470600;2008;4;6;niedziela;10;30;10Â;14;SSW;999
1207472400;2008;4;6;niedziela;11;00;11Â;12;SSE;998
1207477800;2008;4;6;niedziela;12;30;12Â;12;S;998
1207479600;2008;4;6;niedziela;13;00;12Â;12;W;998
1207485000;2008;4;6;niedziela;14;30;11Â;11;SW;998
1207486800;2008;4;6;niedziela;15;00;11Â;24;W;998
1207922400;2008;4;11;piÄ…tek;16;00;9Â;24;E;1001
1207927800;2008;4;11;piÄ…tek;17;30;10Â;20;ENE;1000
1207929600;2008;4;11;piÄ…tek;18;00;9Â;16;ENE;1000
1207935000;2008;4;11;piÄ…tek;19;30;9Â;16;ENE;1000
1207936800;2008;4;11;piÄ…tek;20;00;9Â;11;ENE;1000
1207942200;2008;4;11;piÄ…tek;21;30;9Â;22;ENE;1000
1207944000;2008;4;11;piÄ…tek;22;00;8Â;18;ENE;1000
1207949400;2008;4;11;piÄ…tek;23;30;8Â;18;E;1000
1207983600;2008;4;12;sobota;09;00;7Â;16;W;
1207987200;2008;4;12;sobota;10;00;7Â;27;WNW;1002
1207990800;2008;4;12;sobota;11;00;6Â;31;WNW;1003
1207994400;2008;4;12;sobota;12;00;5Â;38;WNW;1005
1208008800;2008;4;12;sobota;16;00;8Â;25;WNW;1006
1208012400;2008;4;12;sobota;17;00;9Â;27;WNW;1006
1208021400;2008;4;12;sobota;19;30;8Â;7;W;1007
1208023200;2008;4;12;sobota;20;00;8Â;0;;1018
1208028600;2008;4;12;sobota;21;30;7Â;7;SW;1008
1208030400;2008;4;12;sobota;22;00;7Â;5;SW;1008
1208035800;2008;4;12;sobota;23;30;6Â;7;NW;1009
1208066400;2008;4;13;niedziela;08;00;5Â;5;SW;1011
1208071800;2008;4;13;niedziela;09;30;8Â;11;W;1012
1208073600;2008;4;13;niedziela;10;00;9Â;9;W;1012
1208079000;2008;4;13;niedziela;11;30;9Â;7;W;1013
1208080800;2008;4;13;niedziela;12;00;10Â;9;W;1013
1208084400;2008;4;13;niedziela;13;00;12Â;11;WNW;1013
1208088000;2008;4;13;niedziela;14;00;13Â;12;WNW;1013
1208091600;2008;4;13;niedziela;15;00;14Â;7;W;1013
1208529000;2008;4;18;piÄ…tek;16;30;8Â;7;WNW;1005
1208530800;2008;4;18;piÄ…tek;17;00;9Â;7;W;1005
1208536200;2008;4;18;piÄ…tek;18;30;8Â;12;N;1004
1208538000;2008;4;18;piÄ…tek;19;00;8Â;5;NNE;1004
1208541600;2008;4;18;piÄ…tek;20;00;7Â;7;NNE;1005
1208545200;2008;4;18;piÄ…tek;21;00;7Â;7;NNE;1005
1208548800;2008;4;18;piÄ…tek;22;00;7Â;3;NNE;1005
1208554200;2008;4;18;piÄ…tek;23;30;5Â;12;ENE;1005
1208584800;2008;4;19;sobota;08;00;3Â;20;E;1003
1208602800;2008;4;19;sobota;13;00;9Â;22;NE;1003
1208606400;2008;4;19;sobota;14;00;9Â;22;ENE;1004
1208610000;2008;4;19;sobota;15;00;10Â;22;NE;1004
1208613600;2008;4;19;sobota;16;00;9Â;24;NE;1004
1208617200;2008;4;19;sobota;17;00;9Â;25;NE;1004
1208620800;2008;4;19;sobota;18;00;9Â;16;NNE;1004
1208624400;2008;4;19;sobota;19;00;8Â;16;NNE;1004
1208628000;2008;4;19;sobota;20;00;8Â;12;NNE;1005
1208631600;2008;4;19;sobota;21;00;7Â;7;NNE;1006
1208637000;2008;4;19;sobota;22;30;7Â;9;NNE;1006
1208638800;2008;4;19;sobota;23;00;7Â;7;NNE;1006
1208646000;2008;4;20;niedziela;01;00;6Â;5;N;1007
1208667600;2008;4;20;niedziela;07;00;6Â;5;N;1008
1208671200;2008;4;20;niedziela;08;00;7Â;5;NNE;1008
1208676600;2008;4;20;niedziela;09;30;8Â;9;NE;1009
1208678400;2008;4;20;niedziela;10;00;9Â;7;NE;1009
1208683800;2008;4;20;niedziela;11;30;10Â;7;NNW;1009
1208685600;2008;4;20;niedziela;12;00;10Â;12;N;1010
1208689200;2008;4;20;niedziela;13;00;10Â;9;NNE;1010
1208694600;2008;4;20;niedziela;14;30;11Â;14;NE;1010
1208696400;2008;4;20;niedziela;15;00;11Â;14;ENE;1010
1209133800;2008;4;25;piÄ…tek;16;30;17Â;31;WNW;1021
1209135600;2008;4;25;piÄ…tek;17;00;16Â;29;WNW;1021
1209139200;2008;4;25;piÄ…tek;18;00;15Â;22;NW;1022
1209142800;2008;4;25;piÄ…tek;19;00;13Â;11;NNW;1023
1209146400;2008;4;25;piÄ…tek;20;00;11Â;14;NW;1023
1209150000;2008;4;25;piÄ…tek;21;00;11Â;20;W;1024
1209153600;2008;4;25;piÄ…tek;22;00;11Â;14;WNW;1024
1209157200;2008;4;25;piÄ…tek;23;00;9Â;11;NW;1025
1209189600;2008;4;26;sobota;08;00;9Â;11;N;1028
1209195000;2008;4;26;sobota;09;30;12Â;12;N;1028
1209196800;2008;4;26;sobota;10;00;13Â;14;WNW;1028
1209200400;2008;4;26;sobota;11;00;14Â;14;NW;1028
1209205800;2008;4;26;sobota;12;30;15Â;11;WNW;1028
1209214800;2008;4;26;sobota;15;00;17Â;20;NW;1028
1209218400;2008;4;26;sobota;16;00;16Â;7;NNW;1028
1209222000;2008;4;26;sobota;17;00;17Â;14;WNW;1027
1209225600;2008;4;26;sobota;18;00;17Â;3;WNW;1027
1209232800;2008;4;26;sobota;20;00;15Â;5;W;1028
1209238200;2008;4;26;sobota;21;30;10Â;0;;1028
1209240000;2008;4;26;sobota;22;00;10Â;0;;1028
1209245400;2008;4;26;sobota;23;30;10Â;3;W;1028
1209274200;2008;4;27;niedziela;07;30;11Â;0;;1027
1209276000;2008;4;27;niedziela;08;00;12Â;1;S;1027
1209281400;2008;4;27;niedziela;09;30;15Â;7;SSW;1027
1209283200;2008;4;27;niedziela;10;00;16Â;7;S;1027
1209288600;2008;4;27;niedziela;11;30;17Â;7;SSW;1027
1209290400;2008;4;27;niedziela;12;00;17Â;7;SSW;1026
1209295800;2008;4;27;niedziela;13;30;18Â;7;S;1025
1209297600;2008;4;27;niedziela;14;00;18Â;9;WSW;1025
1209303000;2008;4;27;niedziela;15;30;18Â;11;S;1024
1209573000;2008;4;30;Å›roda;18;30;18Â;20;SE;1005
1209574800;2008;4;30;Å›roda;19;00;18Â;14;SE;1005
1209578400;2008;4;30;Å›roda;20;00;17Â;18;ESE;1005
1209582000;2008;4;30;Å›roda;21;00;15Â;14;ESE;1005
1209585600;2008;4;30;Å›roda;22;00;15Â;11;SE;1006
1209589200;2008;4;30;Å›roda;23;00;15Â;12;ESE;1006
1209618000;2008;5;1;czwartek;07;00;12Â;11;ESE;1007
1209623400;2008;5;1;czwartek;08;30;13Â;11;SE;1008
1209625200;2008;5;1;czwartek;09;00;14Â;11;S;1008
1209637800;2008;5;1;czwartek;12;30;14Â;14;SSW;1010
1209641400;2008;5;1;czwartek;13;30;16Â;12;W;1010
1209643200;2008;5;1;czwartek;14;00;14Â;20;W;1010
1209648600;2008;5;1;czwartek;15;30;13Â;22;WNW;1011
1209650400;2008;5;1;czwartek;16;00;14Â;25;WNW;1011
1209654000;2008;5;1;czwartek;17;00;14Â;22;WNW;1012
1209657600;2008;5;1;czwartek;18;00;13Â;24;W;1013
1209661200;2008;5;1;czwartek;19;00;13Â;18;WNW;1013
1209664800;2008;5;1;czwartek;20;00;13Â;12;NW;1013
1209668400;2008;5;1;czwartek;21;00;11Â;9;WNW;1014
1209672000;2008;5;1;czwartek;22;00;10Â;7;WNW;1015
1209682800;2008;5;2;piÄ…tek;01;00;8Â;5;WNW;1016
1209704400;2008;5;2;piÄ…tek;07;00;8Â;7;NW;1018
1209708000;2008;5;2;piÄ…tek;08;00;11Â;14;NW;1018
1209713400;2008;5;2;piÄ…tek;09;30;14Â;18;NNW;1019
1209715200;2008;5;2;piÄ…tek;10;00;15Â;18;NW;1019
1209724200;2008;5;2;piÄ…tek;12;30;17Â;18;NW;1019
1209727800;2008;5;2;piÄ…tek;13;30;18Â;22;WNW;1019
1209744000;2008;5;2;piÄ…tek;18;00;17Â;16;NNW;1019
1209747600;2008;5;2;piÄ…tek;19;00;16Â;16;N;1020
1209751200;2008;5;2;piÄ…tek;20;00;14Â;5;NNE;1020
1209754800;2008;5;2;piÄ…tek;21;00;13Â;3;N;1021
1209758400;2008;5;2;piÄ…tek;22;00;13Â;3;WNW;1021
1209762000;2008;5;2;piÄ…tek;23;00;11Â;0;;1021
1209783600;2008;5;3;sobota;05;00;8Â;5;NW;1023
1209787200;2008;5;3;sobota;06;00;8Â;9;NW;1024
1209790800;2008;5;3;sobota;07;00;9Â;12;NW;1024
